,runID,module,name,value,configname,datetime,datetimef,experiment,inifile,iterationvars,iterationvarsd,iterationvarsf,measurement,network,processid,repetition,replication,resultdir,runnumber,seedset,unit
0,safe-0-20251005-19:58:57-2294,NetworkA.sensor4.wlan[0].radio.energyConsumer,totalSleepTime,28.638839759536,safe,20251005-19:58:57,20251005-195857,safe,omnetppB-MAC.ini,,,,,NetworkA,2294,0,#0,results,0,0,
1,safe-0-20251005-19:58:57-2294,NetworkA.sensor1.wlan[0].radio.energyConsumer,totalSleepTime,28.553112635635,safe,20251005-19:58:57,20251005-195857,safe,omnetppB-MAC.ini,,,,,NetworkA,2294,0,#0,results,0,0,
2,safe-0-20251005-19:58:57-2294,NetworkA.sensor2.wlan[0].radio.energyConsumer,totalSleepTime,27.682293156981,safe,20251005-19:58:57,20251005-195857,safe,omnetppB-MAC.ini,,,,,NetworkA,2294,0,#0,results,0,0,
3,safe-0-20251005-19:58:57-2294,NetworkA.sensor3.wlan[0].radio.energyConsumer,totalSleepTime,27.517840534129,safe,20251005-19:58:57,20251005-195857,safe,omnetppB-MAC.ini,,,,,NetworkA,2294,0,#0,results,0,0,
