,runID,module,name,count,sumweights,mean,stddev,min,max,underflows,overflows,binedges,binvalues,interpolationmode,recordingmode,source,title,unit,configname,datetime,datetimef,experiment,inifile,iterationvars,iterationvarsd,iterationvarsf,measurement,network,processid,repetition,replication,resultdir,runnumber,seedset,legend
0,safe-0-20251005-19:58:57-2294,NetworkA.server.app[0],endToEndDelay:histogram,397.0,397.0,0.11843257574078841,0.04301414903036513,0.052292915679,0.249887525658,0.0,0.0,[  5.  10.  15.  20.  25.  30.  35.  40.  45.  50.  55.  60.  65.  70.  75.  80.  85.  90.  95. 100. 105. 110. 115. 120. 125. 130. 135. 140. 145. 150. 155. 160. 165. 170. 175. 180. 185. 190. 195. 200. 205. 210. 215. 220. 225. 230. 235. 240. 245. 250. 255. 260. 265. 270.],[ 0.  0.  0.  0.  0.  0.  0.  0.  0. 11. 13. 25. 21. 21.  8. 12. 14. 11. 10. 18. 15. 12. 24. 12. 13. 11. 15. 16. 10. 11. 14. 12. 26.  7.  5.  3.  5.  6.  4.  1.  2.  4.  0.  2.  2.  0.  0.  0.  1.  0.  0.  0.  0.],none,histogram,dataAge(packetReceived),end-to-end delay,s,safe,20251005-19:58:57,20251005-195857,safe,omnetppB-MAC.ini,,,,,NetworkA,2294,0,#0,results,0,0,end-to-end delay in NetworkA.server.app[0]
