,runID,module,name,value,configname,datetime,datetimef,experiment,inifile,iterationvars,iterationvarsd,iterationvarsf,measurement,network,processid,repetition,replication,resultdir,runnumber,seedset,unit
0,Attacco_Aggressivo-0-20251005-11:28:27-2073,NetworkA.sensor4.wlan[0].radio.energyConsumer,Sonnellini,3736.0,Attacco_Aggressivo,20251005-11:28:27,20251005-112827,Attacco_Aggressivo,omnetppB-MAC.ini,,,,,NetworkA,2073,0,#0,results,0,0,
1,Attacco_Aggressivo-0-20251005-11:28:27-2073,NetworkA.sensor1.wlan[0].radio.energyConsumer,Sonnellini,3695.0,Attacco_Aggressivo,20251005-11:28:27,20251005-112827,Attacco_Aggressivo,omnetppB-MAC.ini,,,,,NetworkA,2073,0,#0,results,0,0,
2,Attacco_Aggressivo-0-20251005-11:28:27-2073,NetworkA.sensor2.wlan[0].radio.energyConsumer,Sonnellini,3625.0,Attacco_Aggressivo,20251005-11:28:27,20251005-112827,Attacco_Aggressivo,omnetppB-MAC.ini,,,,,NetworkA,2073,0,#0,results,0,0,
3,Attacco_Aggressivo-0-20251005-11:28:27-2073,NetworkA.sensor3.wlan[0].radio.energyConsumer,Sonnellini,3665.0,Attacco_Aggressivo,20251005-11:28:27,20251005-112827,Attacco_Aggressivo,omnetppB-MAC.ini,,,,,NetworkA,2073,0,#0,results,0,0,
