,runID,module,name,count,sumweights,mean,stddev,min,max,underflows,overflows,binedges,binvalues,interpolationmode,recordingmode,source,title,unit,configname,datetime,datetimef,experiment,inifile,iterationvars,iterationvarsd,iterationvarsf,measurement,network,processid,repetition,replication,resultdir,runnumber,seedset,legend
0,Attacco_Silenzioso-0-20251005-11:51:04-3782,NetworkA.server.app[0],endToEndDelay:histogram,385.0,385.0,0.13624317947372985,0.05656698282860287,0.052100678418,0.3947326485,0.0,0.0,[  0.  10.  20.  30.  40.  50.  60.  70.  80.  90. 100. 110. 120. 130. 140. 150. 160. 170. 180. 190. 200. 210. 220. 230. 240. 250. 260. 270. 280. 290. 300. 310. 320. 330. 340. 350. 360. 370. 380. 390. 400. 410. 420. 430. 440. 450. 460. 470. 480. 490.],[ 0.  0.  0.  0.  0. 20. 28. 20. 24. 21. 26. 26. 25. 23. 25. 23. 35. 24.  6.  9.  9. 12.  7.  6.  5.  3.  2.  2.  0.  0.  0.  0.  0.  0.  1.  0.  1.  1.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.],none,histogram,dataAge(packetReceived),end-to-end delay,s,Attacco_Silenzioso,20251005-11:51:04,20251005-115104,Attacco_Silenzioso,omnetppB-MAC.ini,,,,,NetworkA,3782,0,#0,results,0,0,end-to-end delay in NetworkA.server.app[0]
